task_id,workflow_id,node_id,node_class,seed,tier,memory_strategy,condition,workflow_depth,workflow_category,base_input_tokens,memory_tokens_injected,output_tokens,cost_inference,cost_injection,cost_miss_penalty,cost_accum,cost_total,warm_hit,fallback_used,retrieval_latency_ms,answer_correct,required_topics_recall,cache_read_tokens,cache_creation_tokens,end_to_end_ms,model_id
T001,T001-H-42-069aba,extract,extract,42,haiku,warm-shared,H,1,Billing,67,0,126,0.000697,0.0,0.0,0.0,0.000697,False,True,0.0967920059338212,True,1.0,0,0,1731.2270830152556,claude-haiku-4-5-20251001
T001,T001-H-42-069aba,sql-gen,sql-gen,42,haiku,full-history,H,2,Billing,230,135,89,0.000675,0.000135,0.0,0.0,0.0008100000000000001,False,False,1.8661250360310078,True,1.0,0,0,963.9529590494931,claude-haiku-4-5-20251001
T002,T002-H-42-4e848c,extract,extract,42,haiku,warm-shared,H,1,Billing,67,0,108,0.000607,0.0,0.0,0.0,0.000607,False,True,0.11920800898224115,True,1.0,0,0,1716.1253329832107,claude-haiku-4-5-20251001
T002,T002-H-42-4e848c,sql-gen,sql-gen,42,haiku,full-history,H,2,Billing,221,117,79,0.000616,0.000117,0.0,0.0,0.000733,False,False,0.37833297392353415,False,1.0,0,0,774.4675829890184,claude-haiku-4-5-20251001
T003,T003-H-42-a14b57,extract,extract,42,haiku,warm-shared,H,1,Billing,67,0,102,0.000577,0.0,0.0,0.0,0.000577,False,True,0.04383304622024298,True,0.6666666666666666,0,0,1682.7070830622688,claude-haiku-4-5-20251001
T003,T003-H-42-a14b57,sql-gen,sql-gen,42,haiku,full-history,H,2,Billing,225,111,72,0.000585,0.000111,0.0,0.0,0.000696,False,False,0.3251250018365681,True,1.0,0,0,973.2509169843979,claude-haiku-4-5-20251001
T004,T004-H-42-b90868,extract,extract,42,haiku,warm-shared,H,1,Billing,68,0,123,0.0006830000000000001,0.0,0.0,0.0,0.0006830000000000001,False,True,0.0541660119779408,True,0.6666666666666666,0,0,1760.7125410577282,claude-haiku-4-5-20251001
T004,T004-H-42-b90868,sql-gen,sql-gen,42,haiku,full-history,H,2,Billing,215,132,71,0.00057,0.00013199999999999998,0.0,0.0,0.0007019999999999999,False,False,0.6438749842345715,True,0.6666666666666666,0,0,814.3757089856081,claude-haiku-4-5-20251001
T005,T005-H-42-928929,extract,extract,42,haiku,warm-shared,H,1,Billing,69,0,104,0.0005890000000000001,0.0,0.0,0.0,0.0005890000000000001,False,True,0.07974996697157621,True,1.0,0,0,1563.0175420083106,claude-haiku-4-5-20251001
T005,T005-H-42-928929,sql-gen,sql-gen,42,haiku,full-history,H,2,Billing,233,113,141,0.000938,0.000113,0.0,0.0,0.001051,False,False,0.7233750075101852,True,0.6666666666666666,0,0,1305.0781660131179,claude-haiku-4-5-20251001
